,Code,Lat,Long,Feb
1255,CA006116257,45.0,-80.0,2.88
1256,CA006117700,44.0,-80.0,-0.12
1257,CA006117700,44.0,-80.0,2.53
1258,CA006119499,45.0,-81.0,0.53
1259,CA006119499,45.0,-81.0,3.25
1260,CA00611B002,44.0,-80.0,0.06
1261,CA00611B002,44.0,-80.0,2.98
1262,CA00611E001,44.0,-80.0,-0.82
1263,CA00611E001,44.0,-80.0,1.64
1264,CA006122847,44.0,-82.0,-0.46
1265,CA006122847,44.0,-82.0,2.14
1266,CA006127519,43.0,-82.0,-0.54
1267,CA006127519,43.0,-82.0,3.02
1268,CA006128330,45.0,-82.0,1.04
1269,CA006128330,45.0,-82.0,4.74
1270,CA006131983,43.0,-81.0,-0.72
1271,CA006131983,43.0,-81.0,2.25
1272,CA006133362,42.0,-83.0,-0.71
1273,CA006133362,42.0,-83.0,3.33
1274,CA006134190,42.0,-83.0,-3.66
1275,CA006135583,43.0,-82.0,-0.18
1276,CA006136699,43.0,-79.0,-0.73
1277,CA006136699,43.0,-79.0,1.01
1278,CA006137154,42.0,-82.0,-0.82
1279,CA006137154,42.0,-82.0,2.68
1280,CA006139148,43.0,-79.0,-0.86
1281,CA006139148,43.0,-79.0,1.12
1282,CA006139449,43.0,-79.0,-0.38
1283,CA006139449,43.0,-79.0,3.43
1284,CA00613P001,42.0,-83.0,-0.23
1285,CA00613P001,42.0,-83.0,3.52
1286,CA006140942,43.0,-80.0,-1.0
1287,CA006140942,43.0,-80.0,1.92
1288,CA006142286,44.0,-80.0,-0.96
1289,CA006142286,44.0,-80.0,1.93
1290,CA006142400,44.0,-80.0,0.53
1291,CA006143089,44.0,-80.0,-0.32
1292,CA006143089,44.0,-80.0,3.56
1293,CA006144239,43.0,-80.0,-1.16
1294,CA006144239,43.0,-80.0,1.77
1295,CA006144478,43.0,-81.0,-0.57
1296,CA006144478,43.0,-81.0,2.91
1297,CA006145504,44.0,-81.0,-0.12
1298,CA006145504,44.0,-81.0,1.08
1299,CA006147188,43.0,-80.0,-1.91
1300,CA006150689,44.0,-77.0,-0.74
1301,CA006151684,44.0,-78.0,-0.52
1302,CA006151684,44.0,-78.0,1.6
1303,CA006153193,43.0,-80.0,-0.73
1304,CA006153193,43.0,-80.0,2.41
1305,CA006153301,43.0,-80.0,-0.97
1306,CA006153301,43.0,-80.0,3.44
1307,CA006155875,44.0,-79.0,-0.95
1308,CA006155875,44.0,-79.0,1.4
1309,CA006156559,44.0,-77.0,-0.15
1310,CA006156559,44.0,-77.0,2.2
1311,CA006158355,44.0,-79.0,-0.85
1312,CA006158355,44.0,-79.0,1.26
1313,CA006158667,44.0,-79.0,-0.74
1314,CA006158667,44.0,-79.0,1.56
1315,CA006158731,44.0,-80.0,-0.68
1316,CA006158731,44.0,-80.0,2.25
1317,CA006158875,44.0,-78.0,-1.89
1318,CA006158875,44.0,-78.0,-0.08
1319,CA006158875,44.0,-78.0,2.52
1320,CA006166415,44.0,-78.0,-0.95
1321,CA006166415,44.0,-78.0,1.59
1322,CA006166456,44.0,-78.0,-0.2
1323,CA006166456,44.0,-78.0,3.66
1324,CA00616I001,45.0,-78.0,-0.12
1325,CA00616I001,45.0,-78.0,1.43
1326,CA007010565,47.0,-71.0,0.22
1327,CA007010565,47.0,-71.0,3.48
1328,CA007011983,47.0,-72.0,0.36
1329,CA007011983,47.0,-72.0,4.17
1330,CA007014160,46.0,-73.0,0.23
1331,CA007014160,46.0,-73.0,0.24
1332,CA007014160,46.0,-73.0,4.32
1333,CA007015791,48.0,-71.0,0.32
1334,CA007015791,48.0,-71.0,3.71
1335,CA007018001,47.0,-73.0,0.36
1336,CA007018001,47.0,-73.0,4.8
1337,CA007018562,46.0,-73.0,0.27
1338,CA007018562,46.0,-73.0,5.41
1339,CA007018563,46.0,-73.0,0.15
1340,CA007018563,46.0,-73.0,4.03
1341,CA00701Q004,47.0,-71.0,0.24
1342,CA00701Q004,47.0,-71.0,3.73
1343,CA00701Q009,46.0,-72.0,0.08
1344,CA00701Q009,46.0,-72.0,3.68
1345,CA00701S001,47.0,-71.0,0.39
1346,CA00701S001,47.0,-71.0,4.15
1347,CA007022579,45.0,-73.0,0.1
1348,CA007022579,45.0,-73.0,4.57
1349,CA007024280,45.0,-72.0,-1.54
1350,CA007024280,45.0,-72.0,-0.75
1351,CA007024280,45.0,-72.0,4.03
1352,CA007024745,46.0,-74.0,0.29
1353,CA007024745,46.0,-74.0,4.49
1354,CA007025442,46.0,-73.0,0.08
1355,CA007025442,46.0,-73.0,4.16
1356,CA007027039,45.0,-74.0,0.11
1357,CA007027039,45.0,-74.0,3.96
1358,CA007027329,46.0,-73.0,0.15
1359,CA007027329,46.0,-73.0,4.66
1360,CA007027470,46.0,-73.0,-0.24
1361,CA007027470,46.0,-73.0,4.1
1362,CA007028123,45.0,-72.0,0.15
1363,CA007028123,45.0,-72.0,4.23
1364,CA007028442,46.0,-71.0,0.03
1365,CA007028442,46.0,-71.0,3.47
1366,CA007028754,46.0,-71.0,0.01
1367,CA007028754,46.0,-71.0,2.7
1368,CA00702FHL8,45.0,-74.0,0.42
1369,CA00702FHL8,45.0,-74.0,3.3
1370,CA00702FQLF,45.0,-74.0,-0.09
1371,CA00702FQLF,45.0,-74.0,4.07
1372,CA00702LED4,45.0,-73.0,0.15
1373,CA00702LED4,45.0,-73.0,4.58
1374,CA00702S006,45.0,-74.0,0.36
1375,CA00702S006,45.0,-74.0,3.75
1376,CA007033121,46.0,-76.0,0.78
1377,CA007033121,46.0,-76.0,3.47
1378,CA007034482,46.0,-76.0,-0.07
1379,CA007034482,46.0,-76.0,2.46
1380,CA00703GDKB,46.0,-75.0,0.23
1381,CA00703GDKB,46.0,-75.0,2.99
1382,CA007040442,49.0,-68.0,-0.14
1383,CA007040442,49.0,-68.0,1.69
1384,CA007040815,51.0,-57.0,1.27
1385,CA007040815,51.0,-57.0,3.72
1386,CA007041312,47.0,-71.0,0.01
1387,CA007041312,47.0,-71.0,7.58
1388,CA007041382,50.0,-60.0,0.81
1389,CA007041382,50.0,-60.0,5.31
1390,CA007041JG6,47.0,-71.0,0.14
1391,CA007041JG6,47.0,-71.0,3.74
1392,CA007042395,47.0,-71.0,0.23
1393,CA007042395,47.0,-71.0,3.55
1394,CA007043019,50.0,-64.0,-0.09
1395,CA007043019,50.0,-64.0,2.3
1396,CA007045401,50.0,-62.0,-0.09
1397,CA007045401,50.0,-62.0,2.03
1398,CA007047914,50.0,-66.0,-0.18
1399,CA007047914,50.0,-66.0,2.82
1400,CA00704F0PN,49.0,-67.0,-0.11
1401,CA00704F0PN,49.0,-67.0,2.03
1402,CA00704Q003,50.0,-66.0,-0.06
1403,CA00704Q003,50.0,-66.0,2.74
1404,CA00704S001,49.0,-68.0,-0.19
1405,CA00704S001,49.0,-68.0,3.11
1406,CA007051050,48.0,-64.0,-0.19
1407,CA007051050,48.0,-64.0,5.75
1408,CA007051163,49.0,-65.0,-0.25
1409,CA007051163,49.0,-65.0,1.77
1410,CA007052601,49.0,-64.0,-0.19
1411,CA007052601,49.0,-64.0,5.82
1412,CA007053KGR,47.0,-62.0,0.59
1413,CA007053KGR,47.0,-62.0,4.33
1414,CA007054096,47.0,-70.0,0.28
1415,CA007054096,47.0,-70.0,1.49
1416,CA007055120,49.0,-68.0,0.27
1417,CA007055120,49.0,-68.0,2.75
1418,CA007055122,49.0,-68.0,0.07
1419,CA007055122,49.0,-68.0,0.95
1420,CA007055422,48.0,-65.0,-0.17
1421,CA007055422,48.0,-65.0,4.85
1422,CA007056068,49.0,-68.0,0.15
1423,CA007056068,49.0,-68.0,1.41
1424,CA007056202,50.0,-64.0,-0.16
1425,CA007056202,50.0,-64.0,2.05
1426,CA007056616,48.0,-70.0,0.02
1427,CA007056616,48.0,-70.0,1.5
1428,CA00705S002,49.0,-67.0,-0.07
1429,CA00705S002,49.0,-67.0,0.5
1430,CA007060400,48.0,-71.0,-1.88
1431,CA007060400,48.0,-71.0,0.26
1432,CA007060400,48.0,-71.0,2.81
1433,CA007060826,51.0,-71.0,0.56
1434,CA007060826,51.0,-71.0,4.28
1435,CA007063370,48.0,-71.0,0.42
1436,CA007063370,48.0,-71.0,1.97
1437,CA007064181,48.0,-71.0,0.56
1438,CA007064181,48.0,-71.0,2.79
1439,CA007065012,49.0,-72.0,0.18
1440,CA007065012,49.0,-72.0,1.95
1441,CA007065639,49.0,-73.0,0.28
1442,CA007065639,49.0,-73.0,3.27
1443,CA007065738,49.0,-71.0,0.97
1444,CA007065738,49.0,-71.0,3.43
1445,CA007066685,49.0,-72.0,0.53
1446,CA007066685,49.0,-72.0,3.76
1447,CA00706Q001,48.0,-71.0,0.25
1448,CA00706Q001,48.0,-71.0,1.79
1449,CA007075800,48.0,-75.0,0.52
1450,CA007075800,48.0,-75.0,2.36
1451,CA007077571,47.0,-74.0,0.41
1452,CA007077571,47.0,-74.0,2.94
1453,CA00707DBD4,47.0,-73.0,0.46
1454,CA00707DBD4,47.0,-73.0,2.84
1455,CA007080468,47.0,-79.0,-2.23
1456,CA007080468,47.0,-79.0,0.41
1457,CA007080468,47.0,-79.0,1.22
1458,CA007086716,48.0,-79.0,0.73
1459,CA007086716,48.0,-79.0,4.63
1460,CA007091299,50.0,-75.0,0.89
1461,CA007091299,50.0,-75.0,1.49
1462,CA007093715,54.0,-78.0,-2.32
1463,CA007093715,54.0,-78.0,0.19
1464,CA007094637,50.0,-78.0,1.04
1465,CA007094637,50.0,-78.0,1.07
1466,CA007098603,48.0,-78.0,0.35
1467,CA007098603,48.0,-78.0,2.65
1468,CA007117823,55.0,-67.0,0.22
1469,CA007117823,55.0,-67.0,1.25
1470,CA007MQCMAI,48.0,-70.0,-0.01
1471,CA007MQCMAI,48.0,-70.0,3.92
1472,CA007MQCMGB,45.0,-73.0,-0.02
1473,CA007MQCMGB,45.0,-73.0,3.43
1474,CA007MQCMKG,47.0,-76.0,0.02
1475,CA007MQCMKG,47.0,-76.0,2.41
1476,CA007MQCMMW,47.0,-74.0,0.52
1477,CA007MQCMMW,47.0,-74.0,2.36
1478,CA007MQCMRE,47.0,-73.0,0.41
1479,CA007MQCMRE,47.0,-73.0,3.52
1480,CA007MQCMRS,48.0,-78.0,0.4
1481,CA007MQCMRS,48.0,-78.0,3.74
1482,CA007MQCMTS,49.0,-78.0,0.66
1483,CA007MQCMTS,49.0,-78.0,2.53
1484,CA007MQCQBF,47.0,-72.0,0.36
1485,CA007MQCQBF,47.0,-72.0,3.8
1486,CA007MQCQCD,49.0,-72.0,1.33
1487,CA007MQCQCD,49.0,-72.0,5.51
1488,CA007MQCQDF,47.0,-72.0,0.06
1489,CA007MQCQDF,47.0,-72.0,4.19
1490,CA007MQCQDU,48.0,-69.0,-0.02
1491,CA007MQCQDU,48.0,-69.0,1.42
1492,CA007MQCQEO,49.0,-69.0,0.07
1493,CA007MQCQEO,49.0,-69.0,3.65
1494,CA007MQCQES,48.0,-69.0,0.69
1495,CA007MQCQES,48.0,-69.0,3.21
1496,CA007MQCQHA,49.0,-78.0,0.91
1497,CA007MQCQHA,49.0,-78.0,2.45
1498,CA007MQCQLA,46.0,-76.0,0.42
1499,CA007MQCQLA,46.0,-76.0,3.83
1500,CA007MQCQMO,47.0,-70.0,0.4
1501,CA007MQCQMO,47.0,-70.0,3.71
1502,CA007MQCQMT,49.0,-79.0,1.38
1503,CA007MQCQMT,49.0,-79.0,1.5
1504,CA007MQCQPA,46.0,-75.0,0.12
1505,CA007MQCQPA,46.0,-75.0,3.63
1506,CA007MQCQPM,48.0,-69.0,0.07
1507,CA007MQCQPM,48.0,-69.0,1.39
1508,CA007MQCQSL,47.0,-74.0,0.52
1509,CA007MQCQSL,47.0,-74.0,2.7
1510,CA007MQCQST,47.0,-73.0,0.1
1511,CA007MQCQST,47.0,-73.0,3.74
1512,CA007MQCWFQ,45.0,-73.0,0.04
1513,CA007MQCWFQ,45.0,-73.0,4.32
1514,CA007MQCYMX,46.0,-74.0,0.3
1515,CA007MQCYMX,46.0,-74.0,4.12
1516,CA007MQCYND,46.0,-76.0,0.13
1517,CA007MQCYND,46.0,-76.0,4.01
1518,CA007MQCYOY,47.0,-72.0,0.51
1519,CA007MQCYOY,47.0,-72.0,3.72
1520,CA008100467,48.0,-65.0,-0.25
1521,CA008100467,48.0,-65.0,5.3
1522,CA008100593,46.0,-65.0,0.37
1523,CA008100593,46.0,-65.0,4.41
1524,CA008100885,48.0,-66.0,0.18
1525,CA008100885,48.0,-66.0,3.3
1526,CA008100989,47.0,-65.0,-0.3
1527,CA008100989,47.0,-65.0,3.68
1528,CA008101201,47.0,-66.0,0.13
1529,CA008101201,47.0,-66.0,4.79
1530,CA008101303,47.0,-68.0,0.05
1531,CA008101303,47.0,-68.0,4.4
1532,CA008101505,46.0,-67.0,-0.69
1533,CA008101505,46.0,-67.0,3.46
1534,CA008101605,46.0,-67.0,0.13
1535,CA008101605,46.0,-67.0,5.05
1536,CA008101746,46.0,-65.0,0.12
1537,CA008101746,46.0,-65.0,3.56
1538,CA008101794,46.0,-66.0,-0.47
1539,CA008101794,46.0,-66.0,4.14
1540,CA008102848,46.0,-65.0,-0.06
1541,CA008102848,46.0,-65.0,5.11
1542,CA008103050,48.0,-64.0,-0.17
1543,CA008103050,48.0,-64.0,3.23
1544,CA008103201,46.0,-65.0,0.28
1545,CA008103201,46.0,-65.0,2.86
1546,CA008104201,45.0,-66.0,-0.33
1547,CA008104201,45.0,-66.0,5.17
1548,CA008104295,47.0,-66.0,-0.17
1549,CA008104295,47.0,-66.0,5.39
1550,CA008104900,45.0,-66.0,-0.46
1551,CA008104900,45.0,-66.0,4.2
1552,CA008104935,45.0,-67.0,-0.16
1553,CA008104935,45.0,-67.0,4.65
1554,CA008105210,46.0,-66.0,-0.44
1555,CA008105210,46.0,-66.0,4.14
1556,CA008200255,43.0,-65.0,0.54
1557,CA008200255,43.0,-65.0,4.14
1558,CA008200604,44.0,-66.0,-0.37
1559,CA008200604,44.0,-66.0,3.43
1560,CA008200774,46.0,-63.0,0.8
1561,CA008200774,46.0,-63.0,3.55
1562,CA008201001,45.0,-62.0,2.53
1563,CA008201001,45.0,-62.0,5.88
1564,CA008201390,45.0,-63.0,0.66
1565,CA008201390,45.0,-63.0,4.07
1566,CA008201780,46.0,-61.0,1.72
1567,CA008201780,46.0,-61.0,4.37
1568,CA008202000,45.0,-65.0,0.4
1569,CA008202000,45.0,-65.0,0.98
1570,CA008202000,45.0,-65.0,4.05
1571,CA008202251,45.0,-64.0,0.57
1572,CA008202251,45.0,-64.0,4.09
1573,CA008202502,47.0,-60.0,1.37
1574,CA008202502,47.0,-60.0,4.43
1575,CA008202592,44.0,-65.0,0.17
1576,CA008202592,44.0,-65.0,4.39
1577,CA008202810,45.0,-64.0,0.36
1578,CA008202810,45.0,-64.0,4.13
1579,CA008203702,46.0,-64.0,0.65
1580,CA008203702,46.0,-64.0,3.09
1581,CA008204161,47.0,-61.0,0.86
1582,CA008204161,47.0,-61.0,4.55
1583,CA008204193,45.0,-63.0,1.04
1584,CA008204193,45.0,-63.0,4.43
1585,CA008204402,45.0,-64.0,0.45
1586,CA008204402,45.0,-64.0,3.57
1587,CA008204495,46.0,-61.0,0.94
1588,CA008204495,46.0,-61.0,6.27
1589,CA008205092,45.0,-64.0,0.91
1590,CA008205092,45.0,-64.0,4.5
1591,CA008205702,46.0,-60.0,1.51
1592,CA008205702,46.0,-60.0,4.54
1593,CA008205895,46.0,-62.0,1.38
1594,CA008205895,46.0,-62.0,4.9
1595,CA008206240,44.0,-65.0,0.92
1596,CA008206240,44.0,-65.0,4.03
1597,CA008206491,44.0,-66.0,0.1
1598,CA008206491,44.0,-66.0,3.26
1599,CA008300300,46.0,-63.0,0.63
1600,CA008300300,46.0,-63.0,3.53
1601,CA008300418,46.0,-62.0,0.64
1602,CA008300418,46.0,-62.0,2.92
1603,CA008300516,47.0,-64.0,0.09
1604,CA008300516,47.0,-64.0,2.96
1605,CA008300562,46.0,-63.0,0.95
1606,CA008300562,46.0,-63.0,4.48
1607,CA008300596,46.0,-64.0,0.33
1608,CA008300596,46.0,-64.0,2.4
1609,CA00830P001,46.0,-63.0,0.52
1610,CA00830P001,46.0,-63.0,4.04
1611,CA008400301,49.0,-56.0,0.8
1612,CA008400301,49.0,-56.0,2.65
1613,CA008400601,49.0,-53.0,1.74
1614,CA008400601,49.0,-53.0,2.75
1615,CA008400801,48.0,-58.0,0.59
1616,CA008400801,48.0,-58.0,3.63
1617,CA008401295,49.0,-57.0,1.01
1618,CA008401295,49.0,-57.0,3.67
1619,CA008401298,49.0,-58.0,0.84
1620,CA008401298,49.0,-58.0,4.66
1621,CA008401300,49.0,-58.0,2.47
1622,CA008401501,49.0,-57.0,1.49
1623,CA008401501,49.0,-57.0,4.89
1624,CA008401700,49.0,-55.0,0.43
1625,CA008401700,49.0,-55.0,1.18
1626,CA008402520,50.0,-56.0,0.6
1627,CA008402520,50.0,-56.0,5.06
1628,CA008402757,49.0,-57.0,0.74
1629,CA008402757,49.0,-57.0,2.96
1630,CA008403389,51.0,-56.0,-0.08
1631,CA008403389,51.0,-56.0,2.7
1632,CA008403399,51.0,-56.0,0.37
1633,CA008403399,51.0,-56.0,2.24
1634,CA008403505,48.0,-53.0,0.83
1635,CA008403505,48.0,-53.0,2.17
1636,CA008403603,48.0,-53.0,1.29
1637,CA008403603,48.0,-53.0,2.03
1638,CA008403619,47.0,-55.0,0.61
1639,CA008403619,47.0,-55.0,3.36
1640,CA008403801,49.0,-59.0,1.18
1641,CA008403801,49.0,-59.0,4.11
1642,CA008403820,49.0,-59.0,1.12
1643,CA008403820,49.0,-59.0,3.63
1644,CA008403851,49.0,-54.0,0.2
1645,CA008403851,49.0,-54.0,2.11
1646,CA008404025,50.0,-55.0,0.35
1647,CA008404025,50.0,-55.0,2.42
1648,CA008404343,48.0,-59.0,1.34
1649,CA008404343,48.0,-59.0,3.79
1650,CA008501130,54.0,-64.0,0.16
1651,CA008501130,54.0,-64.0,1.86
1652,CA008501900,53.0,-60.0,-2.97
1653,CA008501900,53.0,-60.0,0.35
1654,CA008501900,53.0,-60.0,2.29
1655,CA008502592,52.0,-56.0,3.0
1656,CA008502592,52.0,-56.0,4.57
1657,CA008504175,53.0,-67.0,0.14
1658,CA008504175,53.0,-67.0,1.47
1659,CA008MQANFI,47.0,-67.0,-0.08
1660,CA008MQANFI,47.0,-67.0,3.87
1661,CA008MQCZCR,48.0,-66.0,0.03
1662,CA008MQCZCR,48.0,-66.0,2.66
1663,US-DIV00101,35.0,-87.0,-1.67
1664,US-DIV00101,35.0,-87.0,-1.08
1665,US-DIV00101,35.0,-87.0,-0.64
1666,US-DIV00102,34.0,-87.0,-1.82
1667,US-DIV00102,34.0,-87.0,-1.51
1668,US-DIV00102,34.0,-87.0,-1.01
1669,US-DIV00103,34.0,-88.0,-1.47
1670,US-DIV00103,34.0,-88.0,-0.5
1671,US-DIV00103,34.0,-88.0,-0.35
1672,US-DIV00104,34.0,-86.0,-1.65
1673,US-DIV00104,34.0,-86.0,-0.91
1674,US-DIV00104,34.0,-86.0,-0.84
1675,US-DIV00105,33.0,-86.0,0.17
1676,US-DIV00105,33.0,-86.0,1.12
1677,US-DIV00106,32.0,-87.0,-0.75
1678,US-DIV00106,32.0,-87.0,-0.51
1679,US-DIV00106,32.0,-87.0,0.52
1680,US-DIV00107,32.0,-87.0,-1.4
1681,US-DIV00107,32.0,-87.0,-1.28
1682,US-DIV00107,32.0,-87.0,-0.97
1683,US-DIV00108,31.0,-88.0,-2.6
1684,US-DIV00108,31.0,-88.0,-2.56
1685,US-DIV00201,36.0,-114.0,-0.79
1686,US-DIV00201,36.0,-114.0,0.08
1687,US-DIV00201,36.0,-114.0,1.42
1688,US-DIV00202,36.0,-111.0,-1.52
1689,US-DIV00202,36.0,-111.0,-1.47
1690,US-DIV00202,36.0,-111.0,-0.06
1691,US-DIV00203,35.0,-113.0,-1.8
1692,US-DIV00203,35.0,-113.0,-1.28
1693,US-DIV00203,35.0,-113.0,1.07
1694,US-DIV00204,34.0,-111.0,-2.02
1695,US-DIV00204,34.0,-111.0,-1.43
1696,US-DIV00204,34.0,-111.0,1.26
1697,US-DIV00205,33.0,-114.0,0.89
1698,US-DIV00205,33.0,-114.0,1.34
1699,US-DIV00206,33.0,-112.0,-0.87
1700,US-DIV00206,33.0,-112.0,0.26
1701,US-DIV00206,33.0,-112.0,1.44
1702,US-DIV00207,32.0,-110.0,-1.33
1703,US-DIV00207,32.0,-110.0,-0.28
1704,US-DIV00207,32.0,-110.0,0.88
1705,US-DIV00301,36.0,-94.0,-1.77
1706,US-DIV00301,36.0,-94.0,-0.59
1707,US-DIV00302,36.0,-92.0,-2.12
1708,US-DIV00302,36.0,-92.0,-0.71
1709,US-DIV00303,36.0,-91.0,-1.87
1710,US-DIV00303,36.0,-91.0,-0.44
1711,US-DIV00303,36.0,-91.0,0.66
1712,US-DIV00304,35.0,-94.0,-2.1
1713,US-DIV00304,35.0,-94.0,-0.7
1714,US-DIV00305,35.0,-93.0,-1.98
1715,US-DIV00305,35.0,-93.0,-0.23
1716,US-DIV00305,35.0,-93.0,0.84
1717,US-DIV00306,35.0,-91.0,-1.76
1718,US-DIV00306,35.0,-91.0,-1.2
1719,US-DIV00306,35.0,-91.0,-1.07
1720,US-DIV00307,34.0,-94.0,-1.79
1721,US-DIV00307,34.0,-94.0,0.81
1722,US-DIV00307,34.0,-94.0,1.64
1723,US-DIV00308,34.0,-93.0,-1.65
1724,US-DIV00308,34.0,-93.0,-0.51
1725,US-DIV00308,34.0,-93.0,0.57
1726,US-DIV00309,34.0,-92.0,-1.63
1727,US-DIV00309,34.0,-92.0,-1.3
1728,US-DIV00309,34.0,-92.0,-0.97
1729,US-DIV00401,41.0,-124.0,1.19
1730,US-DIV00401,41.0,-124.0,1.71
1731,US-DIV00402,40.0,-122.0,0.6
1732,US-DIV00402,40.0,-122.0,1.8
1733,US-DIV00403,41.0,-121.0,-1.37
1734,US-DIV00403,41.0,-121.0,-0.94
1735,US-DIV00403,41.0,-121.0,0.74
1736,US-DIV00404,37.0,-121.0,0.98
1737,US-DIV00404,37.0,-121.0,2.26
1738,US-DIV00405,37.0,-120.0,-1.26
1739,US-DIV00405,37.0,-120.0,-0.29
1740,US-DIV00405,37.0,-120.0,2.01
1741,US-DIV00406,34.0,-118.0,2.1
1742,US-DIV00406,34.0,-118.0,2.21
1743,US-DIV00406,34.0,-118.0,4.75
1744,US-DIV00407,35.0,-116.0,1.1
1745,US-DIV00407,35.0,-116.0,1.75
1746,US-DIV00407,35.0,-116.0,2.53
1747,US-DIV00501,38.0,-104.0,0.6
1748,US-DIV00501,38.0,-104.0,0.95
1749,US-DIV00502,39.0,-108.0,-3.54
1750,US-DIV00502,39.0,-108.0,-0.59
1751,US-DIV00503,40.0,-102.0,-0.66
1752,US-DIV00503,40.0,-102.0,0.2
1753,US-DIV00503,40.0,-102.0,1.13
1754,US-DIV00504,40.0,-104.0,2.12
1755,US-DIV00504,40.0,-104.0,2.61
1756,US-DIV00504,40.0,-104.0,2.79
1757,US-DIV00505,38.0,-106.0,-3.54
1758,US-DIV00505,38.0,-106.0,-0.7
1759,US-DIV00601,42.0,-73.0,-2.1
1760,US-DIV00601,42.0,-73.0,2.46
1761,US-DIV00601,42.0,-73.0,3.31
1762,US-DIV00602,42.0,-73.0,-2.62
1763,US-DIV00602,42.0,-73.0,1.96
1764,US-DIV00602,42.0,-73.0,3.02
1765,US-DIV00603,41.0,-73.0,-2.7
1766,US-DIV00603,41.0,-73.0,0.9
1767,US-DIV00603,41.0,-73.0,2.04
1768,US-DIV00701,39.0,-76.0,-1.54
1769,US-DIV00701,39.0,-76.0,0.79
1770,US-DIV00701,39.0,-76.0,1.53
1771,US-DIV00702,39.0,-76.0,-1.96
1772,US-DIV00702,39.0,-76.0,0.46
1773,US-DIV00702,39.0,-76.0,1.39
1774,US-DIV00801,31.0,-86.0,-1.66
1775,US-DIV00801,31.0,-86.0,-1.38
1776,US-DIV00801,31.0,-86.0,-0.66
1777,US-DIV00802,30.0,-83.0,-1.15
1778,US-DIV00802,30.0,-83.0,0.18
1779,US-DIV00802,30.0,-83.0,0.89
1780,US-DIV00803,29.0,-82.0,-0.27
1781,US-DIV00803,29.0,-82.0,0.49
1782,US-DIV00803,29.0,-82.0,0.85
1783,US-DIV00804,28.0,-82.0,0.04
1784,US-DIV00804,28.0,-82.0,0.75
1785,US-DIV00805,26.0,-81.0,1.0
1786,US-DIV00805,26.0,-81.0,1.46
1787,US-DIV00806,26.0,-80.0,0.73
1788,US-DIV00806,26.0,-80.0,2.45
1789,US-DIV00806,26.0,-80.0,2.53
1790,US-DIV00807,25.0,-81.0,1.67
1791,US-DIV00807,25.0,-81.0,2.39
1792,US-DIV00901,34.0,-85.0,-2.13
1793,US-DIV00901,34.0,-85.0,-2.02
1794,US-DIV00901,34.0,-85.0,-1.81
1795,US-DIV00902,34.0,-84.0,-1.22
1796,US-DIV00902,34.0,-84.0,-1.01
1797,US-DIV00902,34.0,-84.0,-0.12
1798,US-DIV00903,34.0,-83.0,-1.0
1799,US-DIV00903,34.0,-83.0,-0.83
1800,US-DIV00903,34.0,-83.0,0.5
1801,US-DIV00904,33.0,-85.0,-0.68
1802,US-DIV00904,33.0,-85.0,-0.41
1803,US-DIV00904,33.0,-85.0,0.41
1804,US-DIV00905,33.0,-83.0,-0.0
1805,US-DIV00905,33.0,-83.0,0.43
1806,US-DIV00905,33.0,-83.0,0.46
1807,US-DIV00906,33.0,-82.0,0.11
1808,US-DIV00906,33.0,-82.0,0.64
1809,US-DIV00906,33.0,-82.0,1.26
1810,US-DIV00907,31.0,-85.0,-1.26
1811,US-DIV00907,31.0,-85.0,-0.99
1812,US-DIV00908,31.0,-83.0,-0.72
1813,US-DIV00908,31.0,-83.0,-0.42
1814,US-DIV00909,32.0,-82.0,-0.24
1815,US-DIV00909,32.0,-82.0,1.1
1816,US-DIV00909,32.0,-82.0,1.4
1817,US-DIV01001,48.0,-117.0,-3.2
1818,US-DIV01001,48.0,-117.0,-0.95
1819,US-DIV01002,46.0,-116.0,-3.74
1820,US-DIV01002,46.0,-116.0,-0.63
1821,US-DIV01003,46.0,-117.0,-3.26
1822,US-DIV01003,46.0,-117.0,-0.52
1823,US-DIV01004,45.0,-115.0,-2.75
1824,US-DIV01004,45.0,-115.0,-0.66
1825,US-DIV01005,44.0,-117.0,-0.9
1826,US-DIV01005,44.0,-117.0,-0.84
1827,US-DIV01005,44.0,-117.0,-0.26
1828,US-DIV01006,42.0,-116.0,0.68
1829,US-DIV01006,42.0,-116.0,0.95
1830,US-DIV01006,42.0,-116.0,1.24
1831,US-DIV01007,43.0,-114.0,-1.07
1832,US-DIV01007,43.0,-114.0,-0.4
1833,US-DIV01007,43.0,-114.0,0.25
1834,US-DIV01008,45.0,-114.0,-0.94
1835,US-DIV01008,45.0,-114.0,-0.37
1836,US-DIV01008,45.0,-114.0,0.86
1837,US-DIV01009,43.0,-113.0,0.69
1838,US-DIV01009,43.0,-113.0,1.28
1839,US-DIV01009,43.0,-113.0,1.83
1840,US-DIV01010,43.0,-112.0,1.71
1841,US-DIV01010,43.0,-112.0,1.74
1842,US-DIV01010,43.0,-112.0,2.28
1843,US-DIV01101,42.0,-90.0,-2.08
1844,US-DIV01101,42.0,-90.0,-1.97
1845,US-DIV01102,42.0,-89.0,-1.76
1846,US-DIV01102,42.0,-89.0,-0.59
1847,US-DIV01102,42.0,-89.0,-0.0
1848,US-DIV01103,41.0,-91.0,-2.79
1849,US-DIV01103,41.0,-91.0,-2.23
1850,US-DIV01104,41.0,-89.0,-2.13
1851,US-DIV01104,41.0,-89.0,-1.81
